詩歌ID,作者,標題,人物,提及次數
杜荀鶴著_83. 秋日山中寄李處士,杜荀鶴著,83. 秋日山中寄李處士,寒山,122
杜荀鶴著_85. 錢塘別羅隱,杜荀鶴著,85. 錢塘別羅隱,羅隱,9
杜荀鶴著_89. 哭劉德仁,杜荀鶴著,89. 哭劉德仁,賈島,62
杜荀鶴著_92. 秋宿詩僧雲英房因贈,杜荀鶴著,92. 秋宿詩僧雲英房因贈,無可,68
杜荀鶴著_92. 秋宿詩僧雲英房因贈,杜荀鶴著,92. 秋宿詩僧雲英房因贈,賈島,62
杜荀鶴著_107. 塞上傷戰士,杜荀鶴著,107. 塞上傷戰士,書生,75
杜荀鶴著_110. 新栽竹,杜荀鶴著,110. 新栽竹,書生,75
杜荀鶴著_124. 和吳太守罷郡山村偶題二首,杜荀鶴著,124. 和吳太守罷郡山村偶題二首,太守,256
杜荀鶴著_6. 雪,杜荀鶴著,6. 雪,樵夫,17
杜荀鶴著_14. 重陽日有作,杜荀鶴著,14. 重陽日有作,少年,611
杜荀鶴著_18. 送福昌周繇少府歸寧兼謀隱,杜荀鶴著,18. 送福昌周繇少府歸寧兼謀隱,周繇,8
杜荀鶴著_19. 賀顧雲侍禦府主與子弟奏官,杜荀鶴著,19. 賀顧雲侍禦府主與子弟奏官,顧雲,8
杜荀鶴著_26. 秋日閒居寄先達,杜荀鶴著,26. 秋日閒居寄先達,書生,75
杜荀鶴著_34. 獻長沙王侍郎,杜荀鶴著,34. 獻長沙王侍郎,書生,75
杜荀鶴著_37. 投江上崔尚書,杜荀鶴著,37. 投江上崔尚書,崔尚,9
杜荀鶴著_53. 送僧赴黃山沐湯泉兼參禪宗長老,杜荀鶴著,53. 送僧赴黃山沐湯泉兼參禪宗長老,寒山,122
杜荀鶴著_63. 亂後書事寄同志,杜荀鶴著,63. 亂後書事寄同志,書生,75
杜荀鶴著_67. 哭方幹,杜荀鶴著,67. 哭方幹,方幹,23
杜荀鶴著_69. 白髮吟,杜荀鶴著,69. 白髮吟,少年,611
杜荀鶴著_71. 塞上,杜荀鶴著,71. 塞上,書生,75
杜荀鶴著_74. 題護國大師塔,杜荀鶴著,74. 題護國大師塔,護國,2
杜荀鶴著_81. 亂後逢李昭象敘別,杜荀鶴著,81. 亂後逢李昭象敘別,李昭象,2
杜荀鶴著_86. 讀張僕射詩,杜荀鶴著,86. 讀張僕射詩,太守,256
杜荀鶴著_96. 題弟侄書堂,杜荀鶴著,96. 題弟侄書堂,少年,611
杜荀鶴著_100. 秋日山中寄池州李常侍,杜荀鶴著,100. 秋日山中寄池州李常侍,寒山,122
杜荀鶴著_117. 送蜀客遊維揚,杜荀鶴著,117. 送蜀客遊維揚,少年,611
杜荀鶴著_128. 秋日臥病,杜荀鶴著,128. 秋日臥病,少年,611
杜荀鶴著_139. 李昭象雲與二三同人見訪有寄,杜荀鶴著,139. 李昭象雲與二三同人見訪有寄,李昭象,2
杜荀鶴著_140. 自江西歸九華,杜荀鶴著,140. 自江西歸九華,許大,3
杜荀鶴著_140. 自江西歸九華,杜荀鶴著,140. 自江西歸九華,織女,55
杜荀鶴著_9. 哭陳陶,杜荀鶴著,9. 哭陳陶,陳陶,10
杜荀鶴著_28. 顧雲侍禦出二子請詩因遺一絕,杜荀鶴著,28. 顧雲侍禦出二子請詩因遺一絕,顧雲,8
王轂著_13. 送友人歸閩,王轂著,13. 送友人歸閩,少年,611
王轂著_15. 夢仙謠三首,王轂著,15. 夢仙謠三首,青童,13
韋莊著_3. 劉得仁墓,韋莊著,3. 劉得仁墓,劉得仁,5
韋莊著_14. 歎落花,韋莊著,14. 歎落花,穠華,13
韋莊著_36. 冬日長安感志寄獻虢州崔郎中二十韻,韋莊著,36. 冬日長安感志寄獻虢州崔郎中二十韻,太守,256
韋莊著_10. 長年,韋莊著,10. 長年,少年,611
韋莊著_61. 和友人,韋莊著,61. 和友人,王維,23
韋莊著_64. 題許渾詩卷,韋莊著,64. 題許渾詩卷,許渾,7
韋莊著_66. 殘花,韋莊著,66. 殘花,西施,70
韋莊著_21. 過當塗縣,韋莊著,21. 過當塗縣,李白,55
韋莊著_28. 漳亭驛小櫻桃,韋莊著,28. 漳亭驛小櫻桃,李白,55
韋莊著_50. 旅中感遇寄呈李秘書昆仲,韋莊著,50. 旅中感遇寄呈李秘書昆仲,李秘,8
韋莊著_16. 送李秀才歸荊溪,韋莊著,16. 送李秀才歸荊溪,少年,611
韋莊著_33. 寄湖州舍弟,韋莊著,33. 寄湖州舍弟,無作,13
韋莊著_42. 齊安郡,韋莊著,42. 齊安郡,清江,88
韋莊著_12. 焦崖閣,韋莊著,12. 焦崖閣,李白,55
韋莊著_6. 乞彩箋歌,韋莊著,6. 乞彩箋歌,薛濤,11
韋莊著_21. 舊居,韋莊著,21. 舊居,雲容,18
韋莊著_47. 古離別,韋莊著,47. 古離別,少年,611
韋莊著_53. 奉和左司郎中春物暗度感而成章,韋莊著,53. 奉和左司郎中春物暗度感而成章,少年,611
韋莊著_54. 少年行,韋莊著,54. 少年行,少年,611
韋莊著_63. 贈峨嵋山彈琴李處士,韋莊著,63. 贈峨嵋山彈琴李處士,常建,3
韋莊著_68. 龍潭,韋莊著,68. 龍潭,王駕,6
韋莊著_70. 句,韋莊著,70. 句,杜荀鶴,4
韋莊著_70. 句,韋莊著,70. 句,貫休,13
王貞白著_10. 少年行二首,王貞白著,10. 少年行二首,少年,611
王貞白著_12. 長安道,王貞白著,12. 長安道,書生,75
王貞白著_28. 寄鄭谷,王貞白著,28. 寄鄭谷,鄭谷,25
王貞白著_56. 句,王貞白著,56. 句,太守,256
張蠙著_3. 和崔監丞春遊鄭僕射東園,張蠙著,3. 和崔監丞春遊鄭僕射東園,鄭僕射,3
張蠙著_25. 吊孟浩然,張蠙著,25. 吊孟浩然,孟浩然,22
張蠙著_43. 贈棲白大師,張蠙著,43. 贈棲白大師,棲白,24
張蠙著_47. 寄太白禪師,張蠙著,47. 寄太白禪師,任生,12
張蠙著_56. 送盧尚書赴靈武,張蠙著,56. 送盧尚書赴靈武,盧尚書,4
張蠙著_62. 贈九江太守,張蠙著,62. 贈九江太守,太守,256
張蠙著_63. 贈信安太守,張蠙著,63. 贈信安太守,書生,75
張蠙著_63. 贈信安太守,張蠙著,63. 贈信安太守,太守,256
張蠙著_86. 別鄭仁表,張蠙著,86. 別鄭仁表,少年,611
張蠙著_86. 別鄭仁表,張蠙著,86. 別鄭仁表,鄭仁表,3
張蠙著_91. 傷賈島,張蠙著,91. 傷賈島,賈島,62
翁承贊著_5. 蒙閩王改賜鄉里,翁承贊著,5. 蒙閩王改賜鄉里,文秀,5
黃滔著_2. 寓言,黃滔著,2. 寓言,少年,611
黃滔著_28. 寄林寬,黃滔著,28. 寄林寬,林寬,2
黃滔著_44. 過商山,黃滔著,44. 過商山,少年,611
黃滔著_60. 貽張蠙,黃滔著,60. 貽張蠙,張蠙,1
黃滔著_2. 商山贈隱者,黃滔著,2. 商山贈隱者,隱者,103
黃滔著_16. 寄越從事林嵩侍禦,黃滔著,16. 寄越從事林嵩侍禦,林嵩,1
黃滔著_27. 寄陳侍禦,黃滔著,27. 寄陳侍禦,太守,256
黃滔著_35. 延福裏居，和林寬、何紹餘酬寄,黃滔著,35. 延福裏居，和林寬、何紹餘酬寄,林寬,2
黃滔著_50. 贈旌德呂明府,黃滔著,50. 贈旌德呂明府,少年,611
黃滔著_52. 浙幕李端公泛建溪,黃滔著,52. 浙幕李端公泛建溪,李端,25
黃滔著_73. 奉和翁文堯員外文秀、光賢、晝錦之什,黃滔著,73. 奉和翁文堯員外文秀、光賢、晝錦之什,文秀,5
黃滔著_30. 東林寺貫休上人篆隸題詩,黃滔著,30. 東林寺貫休上人篆隸題詩,貫休,13
殷文圭著_7. 題吳中陸龜蒙山齋,殷文圭著,7. 題吳中陸龜蒙山齋,陸龜蒙,12
殷文圭著_13. 覽陸龜蒙舊集,殷文圭著,13. 覽陸龜蒙舊集,陸龜蒙,12
殷文圭著_16. 題胡州太學丘光庭博士幽居,殷文圭著,16. 題胡州太學丘光庭博士幽居,丘光庭,2
殷文圭著_21. 贈池州張太守,殷文圭著,21. 贈池州張太守,太守,256
殷文圭著_22. 中秋自宛陵寄池陽太守,殷文圭著,22. 中秋自宛陵寄池陽太守,太守,256
殷文圭著_24. 寄賀杜荀鶴及第,殷文圭著,24. 寄賀杜荀鶴及第,杜荀鶴,4
殷文圭著_28. 句,殷文圭著,28. 句,太守,256
徐夤著_7. 追和常建歎王昭君,徐夤著,7. 追和常建歎王昭君,常建,3
徐夤著_56. 牡丹花二首,徐夤著,56. 牡丹花二首,穠華,13
徐夤著_62. 惜牡丹,徐夤著,62. 惜牡丹,少年,611
徐夤著_63. 覽柳渾汀洲采白蘋之什，因成一章,徐夤著,63. 覽柳渾汀洲采白蘋之什，因成一章,柳渾,1
徐夤著_13. 溫陵殘臘書懷寄崔尚書,徐夤著,13. 溫陵殘臘書懷寄崔尚書,崔尚,9
徐夤著_30. 寓題述懷,徐夤著,30. 寓題述懷,張起,8
徐夤著_43. 贈月君,徐夤著,43. 贈月君,織女,55
徐夤著_56. 賀清源太保王延彬,徐夤著,56. 賀清源太保王延彬,王延彬,1
徐夤著_57. 病中春日即事寄主人尚書二首,徐夤著,57. 病中春日即事寄主人尚書二首,太守,256
徐夤著_60. 寄天臺陳希畋,徐夤著,60. 寄天臺陳希畋,西施,70
徐夤著_3. 吳,徐夤著,3. 吳,張昭,1
徐夤著_16. 新月,徐夤著,16. 新月,織女,55
徐夤著_24. 蝴蝶二首,徐夤著,24. 蝴蝶二首,西施,70
徐夤著_53. 鵲,徐夤著,53. 鵲,織女,55
徐夤著_4. 和僕射二十四丈牡丹八韻,徐夤著,4. 和僕射二十四丈牡丹八韻,少年,611
徐夤著_15. 蕉葉,徐夤著,15. 蕉葉,織女,55
徐夤著_18. 李夫人二首,徐夤著,18. 李夫人二首,西施,70
徐夤著_20. 馬嵬,徐夤著,20. 馬嵬,張均,2
崔道融著_8. 西施灘,崔道融著,8. 西施灘,西施,70
崔道融著_36. 西施,崔道融著,36. 西施,西施,70
崔道融著_56. 鏡湖雪霽貽方幹,崔道融著,56. 鏡湖雪霽貽方幹,方幹,23
盧延讓著_6. 哭李郢端公,盧延讓著,6. 哭李郢端公,李郢,5
盧延讓著_10. 句,盧延讓著,10. 句,孟浩然,22
王希羽著_12. 贈杜荀鶴,王希羽著,12. 贈杜荀鶴,杜荀鶴,4
楊凝式著_25. 題懷素酒狂帖後,楊凝式著,25. 題懷素酒狂帖後,懷素,18
劉崇魯著_31. 席上吟,劉崇魯著,31. 席上吟,李深,1
裴諧著_36. 觀修處士畫桃花圖歌,裴諧著,36. 觀修處士畫桃花圖歌,王維,23
曹松著_8. 哭陳陶處士,曹松著,8. 哭陳陶處士,杜甫,25
曹松著_8. 哭陳陶處士,曹松著,8. 哭陳陶處士,陳陶,10
曹松著_12. 商山夜聞泉,曹松著,12. 商山夜聞泉,雲容,18
曹松著_13. 書懷,曹松著,13. 書懷,陸海,8
曹松著_20. 山中寒夜呈進士許棠,曹松著,20. 山中寒夜呈進士許棠,許棠,14
曹松著_32. 林下書懷寄建州李頻員外,曹松著,32. 林下書懷寄建州李頻員外,李頻,15
曹松著_34. 秋日送方幹遊上元,曹松著,34. 秋日送方幹遊上元,方幹,23
曹松著_35. 哭李頻員外,曹松著,35. 哭李頻員外,李頻,15
曹松著_38. 望九華寄池陽太守,曹松著,38. 望九華寄池陽太守,太守,256
曹松著_47. 都門送許棠東歸,曹松著,47. 都門送許棠東歸,許棠,14
曹松著_48. 送進士喻坦之游太原,曹松著,48. 送進士喻坦之游太原,喻坦之,5
曹松著_51. 與胡汾坐月期貫休上人不至,曹松著,51. 與胡汾坐月期貫休上人不至,貫休,13
曹松著_65. 吊賈島二首,曹松著,65. 吊賈島二首,賈島,62
曹松著_4. 喜友人歸上元別業,曹松著,4. 喜友人歸上元別業,隱者,103
曹松著_7. 宿溪僧院,曹松著,7. 宿溪僧院,少年,611
曹松著_30. 陪湖南李中丞宴隱溪,曹松著,30. 陪湖南李中丞宴隱溪,李中,34
曹松著_32. 贈廣宣大師,曹松著,32. 贈廣宣大師,廣宣,21
曹松著_36. 羅浮山下書逸人壁,曹松著,36. 羅浮山下書逸人壁,少年,611
曹松著_44. 贈鏡湖處士方幹二首,曹松著,44. 贈鏡湖處士方幹二首,方幹,23
曹松著_58. 吊李翰林,曹松著,58. 吊李翰林,李白,55
曹松著_59. 山中,曹松著,59. 山中,樵夫,17
曹松著_71. 句,曹松著,71. 句,曹松,4
蘇拯著_3. 西施,蘇拯著,3. 西施,西施,70
蘇拯著_27. 經馬嵬坡,蘇拯著,27. 經馬嵬坡,常理,5
裴說著_2. 懷素台歌,裴說著,2. 懷素台歌,李白,55
裴說著_2. 懷素台歌,裴說著,2. 懷素台歌,杜甫,25
裴說著_2. 懷素台歌,裴說著,2. 懷素台歌,懷素,18
裴說著_7. 寄曹松,裴說著,7. 寄曹松,曹松,4
裴說著_20. 冬日作,裴說著,20. 冬日作,道會,5
裴說著_36. 寄貫休,裴說著,36. 寄貫休,貫休,13
裴說著_37. 寄僧尚顏,裴說著,37. 寄僧尚顏,尚顏,8
裴說著_38. 哭處默上人,裴說著,38. 哭處默上人,處默,2
裴說著_43. 牡丹,裴說著,43. 牡丹,李榮,6
裴說著_44. 見王貞白,裴說著,44. 見王貞白,王貞白,2
裴說著_48. 薔薇,裴說著,48. 薔薇,織錦人,2
李洞著_9. 賦得送賈島謫長江,李洞著,9. 賦得送賈島謫長江,賈島,62
李洞著_18. 送人之天臺,李洞著,18. 送人之天臺,隱者,103
李洞著_20. 送張喬下第歸宣州,李洞著,20. 送張喬下第歸宣州,張喬,8
李洞著_23. 寄賀鄭常侍,李洞著,23. 寄賀鄭常侍,鄭常,3
李洞著_24. 登樓,李洞著,24. 登樓,寒山,122
李洞著_42. 寄翠微無可上人,李洞著,42. 寄翠微無可上人,無可,68
李洞著_2. 寄太白隱者,李洞著,2. 寄太白隱者,隱者,103
李洞著_4. 登圭峰舊隱寄薦福棲白上人,李洞著,4. 登圭峰舊隱寄薦福棲白上人,棲白,24
李洞著_7. 亂後龍州送鄭郎中兼寄鄭侍禦,李洞著,7. 亂後龍州送鄭郎中兼寄鄭侍禦,清江,88
李洞著_30. 送從叔書記山陰隱居,李洞著,30. 送從叔書記山陰隱居,清江,88
李洞著_35. 賈島墓,李洞著,35. 賈島墓,賈島,62
李洞著_42. 感知上刑部鄭侍郎,李洞著,42. 感知上刑部鄭侍郎,丘為,7
李洞著_43. 敘事寄薦福棲白,李洞著,43. 敘事寄薦福棲白,棲白,24
李洞著_45. 和知己赴任華州,李洞著,45. 和知己赴任華州,任華,2
李洞著_4. 敘舊游寄棲白,李洞著,4. 敘舊游寄棲白,無可,68
李洞著_4. 敘舊游寄棲白,李洞著,4. 敘舊游寄棲白,棲白,24
李洞著_5. 哭棲白供奉,李洞著,5. 哭棲白供奉,棲白,24
李洞著_14. 懷張喬張霞,李洞著,14. 懷張喬張霞,張喬,8
李洞著_34. 贈長安畢郎中,李洞著,34. 贈長安畢郎中,座客,18
李洞著_37. 和劉駕博士贈莊嚴律禪師,李洞著,37. 和劉駕博士贈莊嚴律禪師,劉駕,6
李洞著_39. 和淮南太尉留題鳳州王氏別業,李洞著,39. 和淮南太尉留題鳳州王氏別業,王氏,17
李洞著_51. 題晰上人賈島詩卷,李洞著,51. 題晰上人賈島詩卷,賈島,62
李洞著_69. 句,李洞著,69. 句,裴贄,1
唐求著_23. 邛州水亭夜宴送顧非熊之官,唐求著,23. 邛州水亭夜宴送顧非熊之官,顧非熊,13
於鄴著_23. 過百牢關貽舟中者,於鄴著,23. 過百牢關貽舟中者,清江,88
于鄴著_24. 客中覽鏡,于鄴著,24. 客中覽鏡,少年,611
於鄴著_25. 長安逢隱者,於鄴著,25. 長安逢隱者,隱者,103
蕭項著_18. 贈翁承贊漆林書堂詩,蕭項著,18. 贈翁承贊漆林書堂詩,翁承贊,1
蔣肱著_7. 永州陪鄭太守登舟夜宴，席上各賦詩,蔣肱著,7. 永州陪鄭太守登舟夜宴，席上各賦詩,太守,256
孫棨著_14. 贈妓人王福娘,孫棨著,14. 贈妓人王福娘,王福娘,3
孫棨著_15. 題妓王福娘牆,孫棨著,15. 題妓王福娘牆,王福娘,3
張為著_20. 秋醉歌,張為著,20. 秋醉歌,皎然,71
劉贊著_26. 贈羅隱,劉贊著,26. 贈羅隱,羅隱,9
任翻著_38. 越江漁父,任翻著,38. 越江漁父,少年,611
荊浩著_46. 畫山水圖答大愚,荊浩著,46. 畫山水圖答大愚,大愚,1
周曇著_39. 春秋戰國門：頃襄王,周曇著,39. 春秋戰國門：頃襄王,子蘭,2
周曇著_95. 春秋戰國門：韓昭侯,周曇著,95. 春秋戰國門：韓昭侯,韓昭,4
周曇著_103. 春秋戰國門：田子奇,周曇著,103. 春秋戰國門：田子奇,少年,611
周曇著_107. 春秋戰國門：宋子罕,周曇著,107. 春秋戰國門：宋子罕,歸仁,7
周曇著_22. 前漢門：樊崇徐宣,周曇著,22. 前漢門：樊崇徐宣,歸仁,7
周曇著_45. 三國門：王表,周曇著,45. 三國門：王表,王表,2
朱元著_16. 迎孫刺史,朱元著,16. 迎孫刺史,朱元,1
捧劍僕著_19. 題牡丹,捧劍僕著,19. 題牡丹,李得,2
劉斌著_16. 和許給事傷牛尚書,劉斌著,16. 和許給事傷牛尚書,高衢,2
羅紹威著_2. 白菊,羅紹威著,2. 白菊,皎然,71
羅袞著_6. 贈羅隱,羅袞著,6. 贈羅隱,羅隱,9
鄧洵美著_8. 答同年李昉見贈次韻,鄧洵美著,8. 答同年李昉見贈次韻,李昉,2
王仁裕著_2. 和蜀後主題劍門,王仁裕著,2. 和蜀後主題劍門,杜常,1
王仁裕著_5. 題鬥山觀,王仁裕著,5. 題鬥山觀,景雲,13
王仁裕著_7. 和韓昭從駕過白衛嶺,王仁裕著,7. 和韓昭從駕過白衛嶺,韓昭,4
李濤1著_9. 春社從李昉乞酒,李濤1著,9. 春社從李昉乞酒,李昉,2
高輦著_26. 棋,高輦著,26. 棋,少年,611
李瀚1著_30. 留題座主和凝舊閣,李瀚1著,30. 留題座主和凝舊閣,和凝,1
韓熙載著_10. 送徐鉉流舒州,韓熙載著,10. 送徐鉉流舒州,徐鉉,5
李昉著_18. 寄孟賓于,李昉著,18. 寄孟賓于,孟賓于,3
馬致恭著_19. 送孟賓于,馬致恭著,19. 送孟賓于,孟賓于,3
李建勳著_48. 薔薇二首,李建勳著,48. 薔薇二首,西施,70
李建勳著_52. 和判官喜雨,李建勳著,52. 和判官喜雨,太守,256
李建勳著_57. 中春寫懷寄沈彬員外,李建勳著,57. 中春寫懷寄沈彬員外,沈彬,13
李建勳著_70. 晚春送牡丹,李建勳著,70. 晚春送牡丹,少年,611
李建勳著_82. 答湯悅,李建勳著,82. 答湯悅,湯悅,1
李建勳著_83. 金山,李建勳著,83. 金山,韓垂,1
孟賓於著_4. 湘江亭,孟賓於著,4. 湘江亭,寒山,122
廖匡圖著_12. 和人贈沈彬,廖匡圖著,12. 和人贈沈彬,沈彬,13
韋鼎著_19. 贈廖凝,韋鼎著,19. 贈廖凝,廖凝,1
左偃著_25. 郊原晚望懷李秘書,左偃著,25. 郊原晚望懷李秘書,李秘,8
劉洞著_3. 句,劉洞著,3. 句,潘佑,1
張泌著_6. 春日旅泊桂州,張泌著,6. 春日旅泊桂州,少年,611
沈彬著_6. 塞下三首,沈彬著,6. 塞下三首,寒山,122
沈彬著_13. 納省卷贈為首劉象,沈彬著,13. 納省卷贈為首劉象,劉象,2
沈彬著_15. 結客少年場行,沈彬著,15. 結客少年場行,少年,611
伍喬著_11. 聞杜牧赴闕,伍喬著,11. 聞杜牧赴闕,杜牧,8
陳陶著_16. 寄元孚道人,陳陶著,16. 寄元孚道人,元孚,2
陳陶著_16. 寄元孚道人,陳陶著,16. 寄元孚道人,廣宣,21
陳陶著_17. 和西江李助副使早登開元寺閣,陳陶著,17. 和西江李助副使早登開元寺閣,李助,2
陳陶著_46. 哭寶月三藏大禪師,陳陶著,46. 哭寶月三藏大禪師,寶月,13
陳陶著_28. 續古二十九首,陳陶著,28. 續古二十九首,少年,611
陳陶著_28. 續古二十九首,陳陶著,28. 續古二十九首,西施,70
陳陶著_31. 吳苑思,陳陶著,31. 吳苑思,西施,70
陳陶著_48. 江上逢故人,陳陶著,48. 江上逢故人,清江,88
陳陶著_51. 閒居雜興五首,陳陶著,51. 閒居雜興五首,書生,75
陳陶著_55. 答蓮花妓,陳陶著,55. 答蓮花妓,蓮花妓,1
李中著_2. 寒江暮泊寄左偃,李中著,2. 寒江暮泊寄左偃,左偃,6
李中著_6. 寄贈致仕沈彬郎中,李中著,6. 寄贈致仕沈彬郎中,沈彬,13
李中著_31. 送致仕沈彬郎中游茅山,李中著,31. 送致仕沈彬郎中游茅山,沈彬,13
李中著_34. 寄左偃,李中著,34. 寄左偃,左偃,6
李中著_42. 獻張義方常侍,李中著,42. 獻張義方常侍,張義方,2
李中著_55. 寄左偃,李中著,55. 寄左偃,左偃,6
李中著_79. 秋夜吟寄左偃,李中著,79. 秋夜吟寄左偃,左偃,6
李中著_25. 贈致仕沈彬郎中,李中著,25. 贈致仕沈彬郎中,沈彬,13
李中著_29. 再游洞神宮懷邵羽人有感,李中著,29. 再游洞神宮懷邵羽人有感,高嶠,1
李中著_49. 海上載筆依韻酬左偃見寄,李中著,49. 海上載筆依韻酬左偃見寄,左偃,6
李中著_74. 海上太守新創東亭,李中著,74. 海上太守新創東亭,太守,256
李中著_76. 採蓮女,李中著,76. 採蓮女,少年,611
李中著_17. 覽友人卷,李中著,17. 覽友人卷,高湘,3
李中著_55. 海上春夕旅懷寄左偃,李中著,55. 海上春夕旅懷寄左偃,左偃,6
李中著_16. 對酒招陳昭用,李中著,16. 對酒招陳昭用,陳昭,1
李中著_38. 送姚端秀才游毗陵,李中著,38. 送姚端秀才游毗陵,少年,611
徐鉉著_9. 從駕東幸呈諸公,徐鉉著,9. 從駕東幸呈諸公,吳公,9
徐鉉著_7. 走筆送義興令趙宣輔,徐鉉著,7. 走筆送義興令趙宣輔,杜牧,8
徐鉉著_10. 寄鐘謨,徐鉉著,10. 寄鐘謨,鐘謨,1
徐鉉著_20. 和司門郎中陳彥,徐鉉著,20. 和司門郎中陳彥,陳彥,1
徐鉉著_31. 寄饒州王郎中效李白體,徐鉉著,31. 寄饒州王郎中效李白體,李白,55
徐鉉著_7. 陶使君挽歌二首,徐鉉著,7. 陶使君挽歌二首,太守,256
徐鉉著_18. 亞元舍人不替深知猥貽佳作三篇清絕不敢輕…庶資一笑耳,徐鉉著,18. 亞元舍人不替深知猥貽佳作三篇清絕不敢輕…庶資一笑耳,太守,256
徐鉉著_21. 還過東都，留守周公筵上贈座客,徐鉉著,21. 還過東都，留守周公筵上贈座客,座客,18
徐鉉著_23. 表弟包穎見寄,徐鉉著,23. 表弟包穎見寄,包穎,1
徐鉉著_18. 酬郭先輩,徐鉉著,18. 酬郭先輩,少年,611
徐鉉著_22. 送黃梅江明府,徐鉉著,22. 送黃梅江明府,書生,75
徐鉉著_10. 題碧岩亭贈孫尊師,徐鉉著,10. 題碧岩亭贈孫尊師,高亭,19
徐鉉著_55. 奉和右省僕射西亭高臥作,徐鉉著,55. 奉和右省僕射西亭高臥作,座客,18
徐鉉著_56. 憶新淦觴池寄孟賓于員外,徐鉉著,56. 憶新淦觴池寄孟賓于員外,孟賓于,3
徐鉉著_57. 右省僕射後湖亭閑宴，鉉以宿直先歸，賦詩留獻,徐鉉著,57. 右省僕射後湖亭閑宴，鉉以宿直先歸，賦詩留獻,座客,18
徐鉉著_9. 柳枝詞十首,徐鉉著,9. 柳枝詞十首,楊顏,1
徐鉉著_10. 奉和宮傅相公懷舊見寄四十韻,徐鉉著,10. 奉和宮傅相公懷舊見寄四十韻,書生,75
徐鉉著_11. 右省僕射相公垂覽和詩，複貽長句，輒次來韻,徐鉉著,11. 右省僕射相公垂覽和詩，複貽長句，輒次來韻,陳政,2
徐鉉著_16. 送馮侍郎,徐鉉著,16. 送馮侍郎,書生,75
徐鉉著_18. 陳侍郎宅觀花燭,徐鉉著,18. 陳侍郎宅觀花燭,織女,55
徐鉉著_18. 陳侍郎宅觀花燭,徐鉉著,18. 陳侍郎宅觀花燭,座客,18
鐘謨著_9. 代京妓越賓答徐鉉,鐘謨著,9. 代京妓越賓答徐鉉,徐鉉,5
馬彧著_11. 贈韓定辭,馬彧著,11. 贈韓定辭,王喬,14
馬彧著_11. 贈韓定辭,馬彧著,11. 贈韓定辭,韓定辭,1
韓定辭著_12. 答馬彧,韓定辭著,12. 答馬彧,馬彧,1
李詢著_18. 贈織錦人,李詢著,18. 贈織錦人,織錦人,2
許堅1著_25. 上舍人徐鉉,許堅1著,25. 上舍人徐鉉,徐鉉,5
李家明著_32. 題紙鳶止宋齊丘哭子,李家明著,32. 題紙鳶止宋齊丘哭子,宋齊丘,1
孟貫著_9. 寄伍喬,孟貫著,9. 寄伍喬,伍喬,1
孟貫著_11. 贈隱者,孟貫著,11. 贈隱者,隱者,103
孟貫著_21. 送江為歸嶺南,孟貫著,21. 送江為歸嶺南,江為,2
成彥雄著_19. 柳枝辭九首,成彥雄著,19. 柳枝辭九首,拾得,22
張令問著_18. 與杜光庭,張令問著,18. 與杜光庭,杜光庭,2
歐陽炯著_3. 貫休應夢羅漢畫歌,歐陽炯著,3. 貫休應夢羅漢畫歌,貫休,13
詹敦仁著_13. 勸王氏入貢，寵予以官，作辭命篇,詹敦仁著,13. 勸王氏入貢，寵予以官，作辭命篇,王氏,17
詹敦仁著_16. 遣子訪劉乙,詹敦仁著,16. 遣子訪劉乙,劉乙,1
劉昭禹著_5. 懷華山隱者,劉昭禹著,5. 懷華山隱者,隱者,103
劉昭禹著_7. 經費冠卿舊隱,劉昭禹著,7. 經費冠卿舊隱,費冠卿,5
徐仲雅著_15. 耕夫謠,徐仲雅著,15. 耕夫謠,王衍,2
徐仲雅著_16. 贈齊己,徐仲雅著,16. 贈齊己,織女,55
徐仲雅著_16. 贈齊己,徐仲雅著,16. 贈齊己,齊己,6
徐仲雅著_16. 贈齊己,徐仲雅著,16. 贈齊己,清江,88
徐仲雅著_21. 句,徐仲雅著,21. 句,範夜,1
楊徽之著_24. 留宿廖融山齋,楊徽之著,24. 留宿廖融山齋,廖融,3
王元著_27. 懷翁宏,王元著,27. 懷翁宏,翁宏,2
王元著_29. 哭李韶,王元著,29. 哭李韶,李韶,2
廖融著_32. 謝翁宏以詩百篇見示,廖融著,32. 謝翁宏以詩百篇見示,翁宏,2
廖融著_34. 古檜,廖融著,34. 古檜,樵夫,17
廖融著_35. 題伍彬屋壁,廖融著,35. 題伍彬屋壁,伍彬,1
王正己著_39. 贈廖融,王正己著,39. 贈廖融,廖融,3
翁宏著_41. 送廖融處士南游,翁宏著,41. 送廖融處士南游,廖融,3
楊夔著_3. 金陵逢張喬,楊夔著,3. 金陵逢張喬,張喬,8
楊夔著_10. 寄當陽袁皓明府,楊夔著,10. 寄當陽袁皓明府,袁皓,2
楊夔著_12. 送鄭谷,楊夔著,12. 送鄭谷,鄭谷,25
王延彬著_24. 哭徐夤,王延彬著,24. 哭徐夤,徐夤,1
譚用之著_4. 約張處士游梁,譚用之著,4. 約張處士游梁,書生,75
譚用之著_17. 幽居寄李秘書,譚用之著,17. 幽居寄李秘書,李秘,8
王周著_16. 巫山公署壁有無名氏戲書二韻,王周著,16. 巫山公署壁有無名氏戲書二韻,無名氏,1
王周著_42. 志峽船具詩：百丈,王周著,42. 志峽船具詩：百丈,白氏,3
